,Grad,Lon,Lat,TempSur,TempSur_celsius,TempSur_c,temp_at_f,pressure,CO2_dense,CO2_phase,geometry,index_right
487,23.5,-100.2,31.5,286.5,13.0,13.0,18.875,2525358.3181875004,53.89276264542369,5.0,POINT (-100.2 31.5),0.0
488,24.0,-100.3,31.5,286.6,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.3 31.5),0.0
489,23.0,-100.4,31.5,287.0,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.4 31.5),0.0
490,21.0,-100.5,31.5,287.0,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.5 31.5),0.0
491,19.0,-100.6,31.5,287.2,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.6 31.5),0.0
492,21.0,-100.7,31.5,286.9,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.7 31.5),0.0
493,22.0,-100.8,31.5,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.8 31.5),0.0
494,20.0,-100.9,31.5,286.9,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.9 31.5),0.0
495,22.0,-101.0,31.5,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-101 31.5),0.0
496,24.3,-98.0,31.6,286.8,14.0,14.0,20.075,2525358.3181875004,53.519190812766794,5.0,POINT (-98 31.6),0.0
497,21.5,-98.1,31.6,286.8,14.0,14.0,19.375,2525358.3181875004,53.7361772526247,5.0,POINT (-98.09999999999999 31.6),0.0
498,24.0,-98.2,31.6,286.9,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-98.2 31.6),0.0
499,22.0,-98.3,31.6,286.7,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.3 31.6),0.0
500,30.0,-98.4,31.6,286.4,13.0,13.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-98.40000000000001 31.6),0.0
501,23.0,-98.5,31.6,286.4,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-98.5 31.6),0.0
502,22.0,-98.6,31.6,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.59999999999999 31.6),0.0
503,22.0,-98.7,31.6,287.0,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.7 31.6),0.0
504,28.0,-98.8,31.6,287.0,14.0,14.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-98.8 31.6),0.0
505,23.7,-98.9,31.6,287.2,14.0,14.0,19.925,2525358.3181875004,53.56547112452294,5.0,POINT (-98.90000000000001 31.6),0.0
506,21.3,-99.0,31.6,287.2,14.0,14.0,19.325,2525358.3181875004,53.7517754776415,5.0,POINT (-99 31.6),0.0
507,22.2,-99.1,31.6,286.8,14.0,14.0,19.55,2525358.3181875004,53.68168822405588,5.0,POINT (-99.09999999999999 31.6),0.0
508,24.6,-99.2,31.6,286.7,14.0,14.0,20.15,2525358.3181875004,53.49609462143717,5.0,POINT (-99.2 31.6),0.0
509,27.0,-99.3,31.6,286.7,14.0,14.0,20.75,2525358.3181875004,53.31237076810858,5.0,POINT (-99.3 31.6),0.0
510,21.0,-99.4,31.6,286.5,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-99.40000000000001 31.6),0.0
511,24.0,-99.5,31.6,286.6,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.5 31.6),0.0
512,21.0,-99.6,31.6,286.8,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.59999999999999 31.6),0.0
513,25.0,-99.7,31.6,287.6,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-99.7 31.6),0.0
514,27.0,-99.8,31.6,287.0,14.0,14.0,20.75,2525358.3181875004,53.31237076810858,5.0,POINT (-99.8 31.6),0.0
515,23.0,-99.9,31.6,286.7,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.90000000000001 31.6),0.0
516,23.0,-100.0,31.6,286.6,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100 31.6),0.0
517,25.0,-100.1,31.6,286.5,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.1 31.6),0.0
518,23.0,-100.2,31.6,286.4,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.2 31.6),0.0
519,26.0,-100.3,31.6,286.5,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.3 31.6),0.0
520,23.5,-100.4,31.6,287.0,14.0,14.0,19.875,2525358.3181875004,53.58092402700658,5.0,POINT (-100.4 31.6),0.0
521,24.0,-100.5,31.6,286.7,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.5 31.6),0.0
522,22.0,-100.6,31.6,286.4,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-100.6 31.6),0.0
523,21.0,-100.7,31.6,286.8,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.7 31.6),0.0
524,22.0,-100.8,31.6,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.8 31.6),0.0
525,18.0,-100.9,31.6,286.9,14.0,14.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-100.9 31.6),0.0
526,17.0,-101.0,31.6,286.8,14.0,14.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-101 31.6),0.0
527,24.5,-98.0,31.7,286.9,14.0,14.0,20.125,2525358.3181875004,53.50379010239083,5.0,POINT (-98 31.7),0.0
528,22.0,-98.1,31.7,287.1,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.09999999999999 31.7),0.0
529,28.0,-98.2,31.7,286.8,14.0,14.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-98.2 31.7),0.0
530,22.0,-98.3,31.7,286.7,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.3 31.7),0.0
531,25.0,-98.4,31.7,286.8,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-98.40000000000001 31.7),0.0
532,25.0,-98.5,31.7,287.0,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-98.5 31.7),0.0
533,23.0,-98.6,31.7,287.2,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-98.59999999999999 31.7),0.0
534,28.0,-98.7,31.7,286.9,14.0,14.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-98.7 31.7),0.0
535,28.7,-98.8,31.7,286.8,14.0,14.0,21.175,2525358.3181875004,53.18334441699301,5.0,POINT (-98.8 31.7),0.0
536,26.7,-98.9,31.7,287.0,14.0,14.0,20.675,2525358.3181875004,53.33523525005968,5.0,POINT (-98.90000000000001 31.7),0.0
537,22.0,-99.0,31.7,287.1,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99 31.7),0.0
538,21.5,-99.1,31.7,286.9,14.0,14.0,19.375,2525358.3181875004,53.7361772526247,5.0,POINT (-99.09999999999999 31.7),0.0
539,21.0,-99.2,31.7,286.8,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.2 31.7),0.0
540,22.0,-99.3,31.7,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.3 31.7),0.0
541,23.0,-99.4,31.7,286.3,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-99.40000000000001 31.7),0.0
542,24.0,-99.5,31.7,286.2,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.5 31.7),0.0
543,22.0,-99.6,31.7,286.4,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-99.59999999999999 31.7),0.0
544,26.0,-99.7,31.7,286.6,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.7 31.7),0.0
545,29.0,-99.8,31.7,286.8,14.0,14.0,21.25,2525358.3181875004,53.16066959796472,5.0,POINT (-99.8 31.7),0.0
546,24.0,-99.9,31.7,286.7,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-99.90000000000001 31.7),0.0
547,23.0,-100.0,31.7,286.8,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100 31.7),0.0
548,22.0,-100.1,31.7,286.9,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.1 31.7),0.0
549,26.0,-100.2,31.7,287.2,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.2 31.7),0.0
550,25.0,-100.3,31.7,287.3,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.3 31.7),0.0
551,24.0,-100.4,31.7,287.4,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.4 31.7),0.0
552,23.0,-100.5,31.7,287.0,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.5 31.7),0.0
553,7.0,-100.6,31.7,286.6,13.0,13.0,14.75,2525358.3181875004,55.238504480939376,5.0,POINT (-100.6 31.7),0.0
554,20.0,-100.7,31.7,286.6,13.0,13.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.7 31.7),0.0
555,19.0,-100.8,31.7,286.3,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-100.8 31.7),0.0
556,24.0,-100.9,31.7,286.6,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.9 31.7),0.0
557,24.0,-101.0,31.7,286.6,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-101 31.7),0.0
558,27.0,-98.0,31.8,287.0,14.0,14.0,20.75,2525358.3181875004,53.31237076810858,5.0,POINT (-98 31.8),0.0
559,28.0,-98.1,31.8,286.9,14.0,14.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-98.09999999999999 31.8),0.0
560,24.0,-98.2,31.8,287.0,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-98.2 31.8),0.0
561,19.0,-98.3,31.8,287.0,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-98.3 31.8),0.0
562,26.0,-98.4,31.8,287.2,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-98.40000000000001 31.8),0.0
563,24.0,-98.5,31.8,287.1,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-98.5 31.8),0.0
564,25.7,-98.6,31.8,286.9,14.0,14.0,20.425,2525358.3181875004,53.41165797741786,5.0,POINT (-98.59999999999999 31.8),0.0
565,31.0,-98.7,31.8,287.0,14.0,14.0,21.75,2525358.3181875004,53.0102211759503,5.0,POINT (-98.7 31.8),0.0
566,30.5,-98.8,31.8,286.7,14.0,14.0,21.625,2525358.3181875004,53.04771693517545,5.0,POINT (-98.8 31.8),0.0
567,30.0,-98.9,31.8,287.0,14.0,14.0,21.5,2525358.3181875004,53.0852900512369,5.0,POINT (-98.90000000000001 31.8),0.0
568,20.0,-99.0,31.8,287.0,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99 31.8),0.0
569,18.0,-99.1,31.8,287.4,14.0,14.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-99.09999999999999 31.8),0.0
570,24.0,-99.2,31.8,287.2,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-99.2 31.8),0.0
571,23.0,-99.3,31.8,287.1,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.3 31.8),0.0
572,26.0,-99.4,31.8,286.6,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.40000000000001 31.8),0.0
573,24.0,-99.5,31.8,286.2,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.5 31.8),0.0
574,23.0,-99.6,31.8,286.7,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.59999999999999 31.8),0.0
575,23.0,-99.7,31.8,286.7,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.7 31.8),0.0
576,24.0,-99.8,31.8,286.5,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.8 31.8),0.0
577,19.0,-99.9,31.8,286.7,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-99.90000000000001 31.8),0.0
578,24.0,-100.0,31.8,286.7,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100 31.8),0.0
579,24.0,-100.1,31.8,286.7,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.1 31.8),0.0
580,25.0,-100.2,31.8,286.9,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-100.2 31.8),0.0
581,24.0,-100.3,31.8,287.6,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.3 31.8),0.0
582,24.0,-100.4,31.8,287.9,15.0,15.0,21.0,2525358.3181875004,53.236362323828715,5.0,POINT (-100.4 31.8),0.0
583,19.0,-100.5,31.8,287.6,14.0,14.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-100.5 31.8),0.0
584,24.0,-100.6,31.8,287.1,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.6 31.8),0.0
585,16.0,-100.7,31.8,286.6,13.0,13.0,17.0,2525358.3181875004,54.492213746685124,5.0,POINT (-100.7 31.8),0.0
586,16.0,-100.8,31.8,286.5,13.0,13.0,17.0,2525358.3181875004,54.492213746685124,5.0,POINT (-100.8 31.8),0.0
587,17.0,-100.9,31.8,286.4,13.0,13.0,17.25,2525358.3181875004,54.41114154066701,5.0,POINT (-100.9 31.8),0.0
588,24.0,-101.0,31.8,286.5,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-101 31.8),0.0
589,25.0,-98.0,31.9,287.1,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-98 31.9),0.0
590,25.0,-98.1,31.9,286.8,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-98.09999999999999 31.9),0.0
591,24.0,-98.2,31.9,287.0,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-98.2 31.9),0.0
592,23.0,-98.3,31.9,286.6,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-98.3 31.9),0.0
593,23.0,-98.4,31.9,286.4,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-98.40000000000001 31.9),0.0
594,23.0,-98.5,31.9,286.4,13.0,13.0,18.75,2525358.3181875004,53.932119769040355,5.0,POINT (-98.5 31.9),0.0
595,29.0,-98.6,31.9,286.7,14.0,14.0,21.25,2525358.3181875004,53.16066959796472,5.0,POINT (-98.59999999999999 31.9),0.0
596,28.5,-98.7,31.9,287.2,14.0,14.0,21.125,2525358.3181875004,53.198476655546386,5.0,POINT (-98.7 31.9),0.0
597,22.0,-98.8,31.9,287.1,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.8 31.9),0.0
598,30.0,-98.9,31.9,287.0,14.0,14.0,21.5,2525358.3181875004,53.0852900512369,5.0,POINT (-98.90000000000001 31.9),0.0
599,18.0,-99.0,31.9,287.0,14.0,14.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-99 31.9),0.0
600,22.0,-99.1,31.9,286.8,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.09999999999999 31.9),0.0
601,23.0,-99.2,31.9,286.8,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.2 31.9),0.0
602,21.0,-99.3,31.9,286.4,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-99.3 31.9),0.0
603,28.0,-99.4,31.9,286.3,13.0,13.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-99.40000000000001 31.9),0.0
604,21.0,-99.5,31.9,286.3,13.0,13.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-99.5 31.9),0.0
605,25.0,-99.6,31.9,286.6,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.59999999999999 31.9),0.0
606,25.0,-99.7,31.9,287.0,14.0,14.0,20.25,2525358.3181875004,53.46534513027027,5.0,POINT (-99.7 31.9),0.0
607,26.0,-99.8,31.9,286.5,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.8 31.9),0.0
608,25.5,-99.9,31.9,286.2,13.0,13.0,19.375,2525358.3181875004,53.7361772526247,5.0,POINT (-99.90000000000001 31.9),0.0
609,25.0,-100.0,31.9,286.0,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100 31.9),0.0
610,24.0,-100.1,31.9,286.2,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.1 31.9),0.0
611,25.0,-100.2,31.9,286.6,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.2 31.9),0.0
612,26.0,-100.3,31.9,286.9,14.0,14.0,20.5,2525358.3181875004,53.38869750221861,5.0,POINT (-100.3 31.9),0.0
613,21.0,-100.4,31.9,287.2,14.0,14.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.4 31.9),0.0
614,24.0,-100.5,31.9,287.3,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.5 31.9),0.0
615,24.0,-100.6,31.9,287.5,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.6 31.9),0.0
616,19.0,-100.7,31.9,287.9,15.0,15.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.7 31.9),0.0
617,17.0,-100.8,31.9,286.7,14.0,14.0,18.25,2525358.3181875004,54.090402087465485,5.0,POINT (-100.8 31.9),0.0
618,19.0,-100.9,31.9,286.6,13.0,13.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-100.9 31.9),0.0
619,20.0,-101.0,31.9,286.7,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-101 31.9),0.0
620,23.0,-98.0,32.0,287.0,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-98 32),0.0
621,26.7,-98.1,32.0,286.9,14.0,14.0,20.675,2525358.3181875004,53.33523525005968,5.0,POINT (-98.09999999999999 32),0.0
622,30.5,-98.2,32.0,286.8,14.0,14.0,21.625,2525358.3181875004,53.04771693517545,5.0,POINT (-98.2 32),0.0
623,25.0,-98.3,32.0,286.4,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-98.3 32),0.0
624,22.5,-98.4,32.0,286.7,14.0,14.0,19.625,2525358.3181875004,53.65838550269664,5.0,POINT (-98.40000000000001 32),0.0
625,20.0,-98.5,32.0,286.9,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-98.5 32),0.0
626,33.0,-98.6,32.0,286.4,13.0,13.0,21.25,2525358.3181875004,53.16066959796472,5.0,POINT (-98.59999999999999 32),0.0
627,26.0,-98.7,32.0,286.4,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.7 32),0.0
628,20.0,-98.8,32.0,286.9,14.0,14.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-98.8 32),0.0
629,22.0,-98.9,32.0,287.1,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-98.90000000000001 32),0.0
630,24.0,-99.0,32.0,286.5,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99 32),0.0
631,24.0,-99.1,32.0,286.6,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-99.09999999999999 32),0.0
632,22.0,-99.2,32.0,286.6,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-99.2 32),0.0
633,26.0,-99.3,32.0,286.1,13.0,13.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-99.3 32),0.0
634,24.0,-99.4,32.0,285.6,12.0,12.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-99.40000000000001 32),0.0
635,22.0,-99.5,32.0,286.6,13.0,13.0,18.5,2525358.3181875004,54.01108944039993,5.0,POINT (-99.5 32),0.0
636,24.0,-99.6,32.0,286.7,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-99.59999999999999 32),0.0
637,23.0,-99.7,32.0,287.0,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-99.7 32),0.0
638,24.0,-99.8,32.0,287.0,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-99.8 32),0.0
639,25.0,-99.9,32.0,286.3,13.0,13.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-99.90000000000001 32),0.0
640,24.0,-100.0,32.0,285.5,12.0,12.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100 32),0.0
641,24.0,-100.1,32.0,285.6,12.0,12.0,18.0,2525358.3181875004,54.17006063611193,5.0,POINT (-100.1 32),0.0
642,24.0,-100.2,32.0,286.2,13.0,13.0,19.0,2525358.3181875004,53.853490185876666,5.0,POINT (-100.2 32),0.0
643,24.0,-100.3,32.0,286.9,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.3 32),0.0
644,22.0,-100.4,32.0,287.2,14.0,14.0,19.5,2525358.3181875004,53.69723992180827,5.0,POINT (-100.4 32),0.0
645,24.0,-100.5,32.0,287.4,14.0,14.0,20.0,2525358.3181875004,53.5423162896469,5.0,POINT (-100.5 32),0.0
646,21.5,-100.6,32.0,287.3,14.0,14.0,19.375,2525358.3181875004,53.7361772526247,5.0,POINT (-100.6 32),0.0
647,19.0,-100.7,32.0,287.8,15.0,15.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-100.7 32),0.0
648,17.0,-100.8,32.0,288.3,15.0,15.0,19.25,2525358.3181875004,53.77519784107568,5.0,POINT (-100.8 32),0.0
649,15.0,-100.9,32.0,287.6,14.0,14.0,17.75,2525358.3181875004,54.25006805128358,5.0,POINT (-100.9 32),0.0
650,23.0,-101.0,32.0,286.8,14.0,14.0,19.75,2525358.3181875004,53.61961365159163,5.0,POINT (-101 32),0.0
